time,open,high,low,close,volume,ticker
2011-04-28,6104,6104,6104,6104,0,H11
2011-04-29,6104,6104,6104,6104,0,H11
2011-05-04,6104,6104,6104,6104,0,H11
2011-05-05,6104,6104,6104,6104,0,H11
2011-05-06,6104,6104,6104,6104,0,H11
2011-05-09,6104,6104,6104,6104,0,H11
2011-05-10,6104,6104,6104,6104,0,H11
2011-05-11,6104,6104,6104,6104,0,H11
2011-05-12,6104,6104,6104,6104,0,H11
2011-05-13,6104,6104,6104,6104,0,H11
2011-05-16,6104,6104,6104,6104,0,H11
2011-05-17,6104,6104,6104,6104,0,H11
2011-05-18,6104,6104,6104,6104,0,H11
2011-05-19,6104,6104,6104,6104,0,H11
2011-05-20,6104,6104,6104,6104,0,H11
2011-05-23,6104,6104,6104,6104,0,H11
2011-05-24,6104,6104,6104,6104,0,H11
2011-05-25,6104,6104,6104,6104,0,H11
2011-05-26,6104,6104,6104,6104,0,H11
2011-05-27,6104,6104,6104,6104,0,H11
2011-05-30,6104,6104,6104,6104,0,H11
2011-05-31,3980,3980,3980,3980,1500,H11
2011-06-01,3980,3980,3980,3980,0,H11
2011-06-02,3980,3980,3980,3980,0,H11
2011-06-03,4338,4338,4338,4338,100,H11
2011-06-06,4338,4338,4338,4338,0,H11
2011-06-07,4746,4746,4746,4746,1500,H11
2011-06-08,4746,4746,4746,4746,0,H11
2011-06-09,4746,4746,4746,4746,0,H11
2011-06-10,4746,4746,4746,4746,0,H11
2011-06-13,5205,5205,5205,5205,100,H11
2011-06-14,5205,5205,5205,5205,0,H11
2011-06-15,5205,5205,5205,5205,0,H11
2011-06-16,5205,5205,5205,5205,0,H11
2011-06-17,5205,5205,5205,5205,0,H11
2011-06-20,5205,5205,5205,5205,0,H11
2011-06-21,5716,5716,5716,5716,100,H11
2011-06-22,5716,5716,5716,5716,0,H11
2011-06-23,5716,5716,5716,5716,0,H11
2011-06-24,5716,5716,5716,5716,0,H11
2011-06-27,5716,5716,5716,5716,0,H11
2011-06-28,5716,5716,5716,5716,0,H11
2011-06-29,5716,5716,5716,5716,0,H11
2011-06-30,5716,5716,5716,5716,0,H11
2011-07-01,5716,5716,5716,5716,0,H11
2011-07-04,5716,5716,5716,5716,0,H11
2011-07-05,5716,5716,5716,5716,0,H11
2011-07-06,5716,5716,5716,5716,0,H11
2011-07-07,5716,5716,5716,5716,0,H11
2011-07-08,5716,5716,5716,5716,0,H11
2011-07-11,5716,5716,5716,5716,0,H11
2011-07-12,5716,5716,5716,5716,0,H11
2011-07-13,5716,5716,5716,5716,0,H11
2011-07-14,5716,5716,5716,5716,0,H11
2011-07-15,5716,5716,5716,5716,0,H11
2011-07-18,5716,5716,5716,5716,0,H11
2011-07-19,5716,5716,5716,5716,0,H11
2011-07-20,5716,5716,5716,5716,0,H11
2011-07-21,5716,5716,5716,5716,0,H11
2011-07-22,5716,5716,5716,5716,0,H11
2011-07-25,5716,5716,5716,5716,0,H11
2011-07-26,5716,5716,5716,5716,0,H11
2011-07-27,5716,5716,5716,5716,0,H11
2011-07-28,5716,5716,5716,5716,0,H11
2011-07-29,5716,5716,5716,5716,0,H11
2011-08-01,5716,5716,5716,5716,0,H11
2011-08-02,3572,3572,3572,3572,100,H11
2011-08-03,3266,3266,3266,3266,600,H11
2011-08-04,3266,2960,2960,2960,100,H11
2011-08-05,2960,2960,2960,2960,0,H11
2011-08-08,2960,2960,2960,2960,0,H11
2011-08-09,2960,2960,2960,2960,0,H11
2011-08-10,2960,2960,2960,2960,0,H11
2011-08-11,2960,2960,2960,2960,0,H11
2011-08-12,2960,2960,2960,2960,0,H11
2011-08-15,2960,2960,2960,2960,0,H11
2011-08-16,2960,2960,2960,2960,0,H11
2011-08-17,2960,2960,2960,2960,0,H11
2011-08-18,2960,2960,2960,2960,0,H11
2011-08-19,2960,2960,2960,2960,0,H11
2011-08-22,2960,2960,2960,2960,0,H11
2011-08-23,2960,2960,2960,2960,0,H11
2011-08-24,2960,2960,2960,2960,0,H11
2011-08-25,2704,2704,2704,2704,100,H11
2011-08-26,2704,2704,2704,2704,0,H11
2011-08-29,2704,2704,2704,2704,0,H11
2011-08-30,2704,2704,2704,2704,0,H11
2011-08-31,2704,2704,2704,2704,0,H11
2011-09-01,2704,2704,2704,2704,0,H11
2011-09-05,2704,2704,2704,2704,0,H11
2011-09-06,2704,2704,2704,2704,0,H11
2011-09-07,2704,2704,2704,2704,0,H11
2011-09-08,2500,2500,2500,2500,100,H11
2011-09-09,2500,2500,2500,2500,0,H11
2011-09-12,2500,2500,2500,2500,0,H11
2011-09-13,2500,2296,2296,2296,500,H11
2011-09-14,2296,2296,2296,2296,0,H11
2011-09-15,2500,2500,2500,2500,100,H11
2011-09-16,2296,2296,2296,2296,100,H11
2011-09-19,2296,2296,2296,2296,0,H11
2011-09-20,2296,2296,2296,2296,0,H11
2011-09-21,2500,2500,2143,2143,600,H11
2011-09-22,2296,2296,2296,2296,100,H11
2011-09-23,2092,2092,2092,2092,100,H11
2011-09-26,1939,2296,1939,2296,300,H11
2011-09-27,2245,2245,2245,2245,100,H11
2011-09-28,2449,2449,2092,2092,300,H11
2011-09-29,2194,2194,2194,2194,0,H11
2011-09-30,1990,1990,1990,1990,100,H11
2011-10-03,2143,2143,2143,2143,100,H11
2011-10-04,1939,2347,1939,2347,500,H11
2011-10-05,2194,2194,2194,2194,0,H11
2011-10-06,2398,2398,2041,2041,1200,H11
2011-10-07,2551,2551,2551,2551,200,H11
2011-10-10,2296,2296,2296,2296,200,H11
2011-10-11,2092,2092,2092,2092,200,H11
2011-10-12,2092,2092,2092,2092,0,H11
2011-10-13,2092,2092,2092,2092,0,H11
2011-10-14,1888,2296,1888,2296,300,H11
2011-10-17,2143,2143,2143,2143,0,H11
2011-10-18,2143,2143,2143,2143,0,H11
2011-10-19,2143,2143,2143,2143,0,H11
2011-10-20,2143,2143,2143,2143,0,H11
2011-10-21,2143,2143,2143,2143,0,H11
2011-10-24,2143,2143,2143,2143,0,H11
2011-10-25,2143,2143,2143,2143,0,H11
2011-10-26,2143,2143,2143,2143,0,H11
2011-10-27,2143,2143,2143,2143,0,H11
2011-10-28,2143,2143,2143,2143,0,H11
2011-10-31,2143,2143,2143,2143,0,H11
2011-11-01,2143,2143,2143,2143,0,H11
2011-11-02,2143,2143,2143,2143,0,H11
2011-11-03,2143,2143,2143,2143,0,H11
2011-11-04,2143,2143,2143,2143,0,H11
2011-11-07,2143,2143,2143,2143,0,H11
2011-11-08,2143,2143,2143,2143,0,H11
2011-11-09,2143,2143,2143,2143,0,H11
2011-11-10,2143,2143,2143,2143,0,H11
2011-11-11,2143,2143,2143,2143,0,H11
2011-11-14,2143,2143,2143,2143,0,H11
2011-11-15,2143,2143,2143,2143,0,H11
2011-11-16,2143,2143,2143,2143,0,H11
2011-11-17,1939,1939,1939,1939,100,H11
2011-11-18,1939,1939,1939,1939,0,H11
2011-11-21,1939,1939,1939,1939,0,H11
2011-11-22,1939,1939,1939,1939,0,H11
2011-11-23,1939,1939,1939,1939,0,H11
2011-11-24,1939,1939,1939,1939,0,H11
2011-11-25,1939,1939,1939,1939,0,H11
2011-11-28,1939,1939,1939,1939,0,H11
2011-11-29,1939,1939,1939,1939,0,H11
2011-11-30,1939,1939,1939,1939,0,H11
2011-12-01,1939,1939,1939,1939,0,H11
2011-12-02,1939,1939,1939,1939,0,H11
2011-12-05,1939,1939,1939,1939,0,H11
2011-12-06,1939,1939,1939,1939,0,H11
2011-12-07,1939,1939,1939,1939,0,H11
2011-12-08,1939,1939,1939,1939,0,H11
2011-12-09,1939,1939,1939,1939,0,H11
2011-12-12,1939,1939,1939,1939,0,H11
2011-12-13,1939,1939,1939,1939,0,H11
2011-12-14,1939,1939,1939,1939,0,H11
2011-12-15,1786,1786,1786,1786,100,H11
2011-12-16,1786,1786,1786,1786,0,H11
2011-12-19,1786,1786,1786,1786,0,H11
2011-12-20,1786,1786,1786,1786,0,H11
2011-12-21,1786,1786,1786,1786,0,H11
2011-12-22,1786,1786,1786,1786,0,H11
2011-12-23,1786,1786,1786,1786,0,H11
2011-12-26,1786,1786,1786,1786,0,H11
2011-12-27,1786,1786,1786,1786,0,H11
2011-12-28,1786,1786,1786,1786,0,H11
2011-12-29,1786,1786,1786,1786,0,H11
2011-12-30,1786,1786,1786,1786,0,H11
2012-01-03,1786,1786,1786,1786,0,H11
2012-01-04,1786,1786,1786,1786,0,H11
2012-01-05,1786,1786,1786,1786,0,H11
2012-01-06,1786,1786,1786,1786,0,H11
2012-01-09,1786,1786,1786,1786,0,H11
2012-01-10,1786,1786,1786,1786,0,H11
2012-01-11,1786,1786,1786,1786,0,H11
2012-01-12,1786,1786,1786,1786,0,H11
2012-01-13,1786,1786,1786,1786,0,H11
2012-01-16,1786,1786,1786,1786,0,H11
2012-01-17,1939,1939,1939,1939,100,H11
2012-01-18,2092,2092,2092,2092,100,H11
2012-01-19,2296,2296,2296,2296,100,H11
2012-01-20,2500,2500,2500,2500,100,H11
2012-01-30,2704,2704,2704,2704,100,H11
2012-01-31,2960,2960,2960,2960,100,H11
2012-02-01,2960,2960,2960,2960,0,H11
2012-02-02,2960,2960,2960,2960,0,H11
2012-02-03,2960,2960,2960,2960,0,H11
2012-02-06,2960,2960,2960,2960,0,H11
2012-02-07,2960,2960,2960,2960,0,H11
2012-02-08,2960,2960,2960,2960,0,H11
2012-02-09,2960,2960,2960,2960,0,H11
2012-02-10,2960,2960,2960,2960,0,H11
2012-02-13,2960,2960,2960,2960,0,H11
2012-02-14,2960,2960,2960,2960,0,H11
2012-02-15,2960,2960,2960,2960,0,H11
2012-02-16,2960,2960,2960,2960,0,H11
2012-02-17,2960,2960,2960,2960,0,H11
2012-02-20,2960,2960,2960,2960,0,H11
2012-02-21,2960,2960,2960,2960,0,H11
2012-02-22,2960,2960,2960,2960,0,H11
2012-02-23,2960,2960,2960,2960,0,H11
2012-02-24,2960,2960,2960,2960,0,H11
2012-02-27,2960,2960,2960,2960,0,H11
2012-02-28,2960,2960,2960,2960,0,H11
2012-02-29,2960,2960,2960,2960,0,H11
2012-03-01,2960,2960,2960,2960,0,H11
2012-03-02,2960,2960,2960,2960,0,H11
2012-03-05,2960,2960,2960,2960,0,H11
2012-03-06,2960,2960,2960,2960,0,H11
2012-03-07,2960,2960,2960,2960,0,H11
2012-03-08,2960,2960,2960,2960,0,H11
2012-03-09,2960,2960,2960,2960,0,H11
2012-03-12,2960,2960,2960,2960,0,H11
